
39.03341794	-94.57619725	Mon Jun 23 21:06:56 CDT 2014	-0.4375	-0.046875	-1.21875	0.5950928	4.119873	-3.250122
39.03341794	-94.57619725	Mon Jun 23 21:06:57 CDT 2014	-0.015625	-0.21875	-0.09375	31.295776	25.398254	-9.19342
39.03341794	-94.57619725	Mon Jun 23 21:06:58 CDT 2014	-1.0	-0.515625	0.46875	-9.994507	62.98828	8.369446
39.03341794	-94.57619725	Mon Jun 23 21:06:59 CDT 2014	0.40625	0.546875	-1.171875	-9.19342	-68.55774	3.4103394
39.03341794	-94.57619725	Mon Jun 23 21:07:00 CDT 2014	-0.984375	0.125	-1.828125	30.189514	-17.097473	-61.51581
39.03341794	-94.57619725	Mon Jun 23 21:07:01 CDT 2014	0.703125	0.203125	-0.484375	-42.73224	-25.733948	-55.885315
39.03341794	-94.57619725	Mon Jun 23 21:07:02 CDT 2014	-1.25	0.078125	-0.3125	97.80884	-11.108398	33.966064
39.03341794	-94.57619725	Mon Jun 23 21:07:03 CDT 2014	1.671875	-0.140625	1.421875	9.07135	16.76178	1.0070801
39.03341794	-94.57619725	Mon Jun 23 21:07:04 CDT 2014	-1.1875	-0.140625	-1.40625	20.217896	16.204834	4.295349
39.03341794	-94.57619725	Mon Jun 23 21:07:05 CDT 2014	1.875	0.078125	0.203125	3.8070679	-10.681152	18.043518
39.03341794	-94.57619725	Mon Jun 23 21:07:06 CDT 2014	1.0	-0.203125	-1.296875	-18.89801	24.902344	-9.803772
39.03341794	-94.57619725	Mon Jun 23 21:07:07 CDT 2014	-1.640625	-0.75	0.859375	-35.575867	92.59796	-12.336731
39.03341794	-94.57619725	Mon Jun 23 21:07:08 CDT 2014	-0.015625	-0.015625	-0.78125	4.2877197	0.0076293945	-0.19073486
39.03341794	-94.57619725	Mon Jun 23 21:07:09 CDT 2014	1.3125	0.09375	-1.25	43.5791	-12.359619	-51.65863
39.03341794	-94.57619725	Mon Jun 23 21:07:10 CDT 2014	-1.609375	-0.125	1.09375	5.3253174	14.457703	22.659302
39.03341794	-94.57619725	Mon Jun 23 21:07:11 CDT 2014	0.3125	-0.421875	-1.78125	-63.583374	52.581787	121.88721
39.03341794	-94.57619725	Mon Jun 23 21:07:12 CDT 2014	1.703125	0.546875	-0.015625	117.19513	-69.19098	-8.415222
39.03341794	-94.57619725	Mon Jun 23 21:07:13 CDT 2014	1.921875	0.03125	0.078125	27.305603	-4.8446655	28.366089
39.03341794	-94.57619725	Mon Jun 23 21:07:14 CDT 2014	-0.46875	0.0625	-1.046875	-28.785706	-9.536743	-12.634277
39.03341794	-94.57619725	Mon Jun 23 21:07:15 CDT 2014	0.9375	0.0	0.734375	13.313293	-0.45776367	-0.9841919
39.03341794	-94.57619725	Mon Jun 23 21:07:16 CDT 2014	0.203125	-0.109375	0.109375	-31.303406	13.572693	-9.002686
39.03341794	-94.57619725	Mon Jun 23 21:07:17 CDT 2014	-1.5	-0.625	-1.078125	-104.94232	76.9043	-10.1623535
39.03341794	-94.57619725	Mon Jun 23 21:07:18 CDT 2014	-0.15625	-0.265625	-0.640625	4.219055	31.326294	18.409729
39.03341794	-94.57619725	Mon Jun 23 21:07:19 CDT 2014	1.4375	0.390625	-1.953125	43.922424	-49.53003	31.654358
39.03341794	-94.57619725	Mon Jun 23 21:07:20 CDT 2014	-1.203125	-0.015625	-1.21875	2.5482178	0.5874634	0.74005127
39.03341794	-94.57619725	Mon Jun 23 21:07:21 CDT 2014	-0.21875	-0.015625	0.890625	3.4713745	0.10681152	-0.23651123
39.03341794	-94.57619725	Mon Jun 23 21:07:22 CDT 2014	1.46875	0.03125	1.03125	7.30896	-4.623413	7.797241
39.03341794	-94.57619725	Mon Jun 23 21:07:23 CDT 2014	-1.28125	-0.03125	-1.109375	-1.411438	2.5787354	-2.0065308
39.03341794	-94.57619725	Mon Jun 23 21:07:24 CDT 2014	-1.203125	-0.015625	0.75	5.493164	0.5874634	-0.91552734
39.03341794	-94.57619725	Mon Jun 23 21:07:25 CDT 2014	0.609375	-0.078125	-0.6875	2.2888184	9.468079	-8.94165
39.03341794	-94.57619725	Mon Jun 23 21:07:26 CDT 2014	0.078125	0.015625	-0.9375	4.3640137	-1.991272	0.11444092
39.03341794	-94.57619725	Mon Jun 23 21:07:27 CDT 2014	0.265625	-0.015625	-1.921875	4.8446655	1.8234253	-12.565613
